,title,url,site_name,fb_engagement,published_date,category,elapsed_days,engagement_per_day,month_published,engagement_per_month,title_length
1139,Fundraiser launched for heroic police officer who stopped terror attack,https://uokhun.uk/2018/12/02/fundraiser-launched-for-heroic-police-officer-who-stopped-terror-attack/,uokhun.uk,2254,2018-12-02,Uncategorized,1852,1.2170626349892009,December,36.511879049676025,71.0
1140,Britain First storm pet shop selling Syrian hamsters,https://uokhun.uk/2018/11/22/britain-first-storm-pet-shop-selling-syrian-hamsters/,uokhun.uk,2244,2018-11-22,Uncategorized,1862,1.20515574650913,November,36.1546723952739,52.0
1141,The Long Dark History of the Clinton Family's Relationship to the Occult and Church of Satan,http://www.truthandaction.org/the-long-dark-history-of-the-clinton-familys-relationship-to-the-occult-and-church-of-satan/,www.truthandaction.org,2243,2018-01-27,Uncategorized,2161,1.0379453956501619,January,31.13836186950486,92.0
1142,Transgender Boy Wins Girls’ State Wrestling Title For Second Time,https://www.8shit.net/transgender-boy-wins-girls-state-wrestling-title-for-second-time/,www.8shit.net,2241,2018-03-15,I'm Luis! ^-^ (@zerquix18),2114,1.0600756859035005,March,31.802270577105013,65.0
1144,CDC Study: Vaccinated People More Likely To Spread Flu Than Unvaxxed,https://yournewswire.com/cdc-vaccinated-flu-unvaxxed/,yournewswire.com,2238,2018-03-14,Baxter Dmitry,2115,1.0581560283687943,March,31.74468085106383,68.0
1145,HMS Brexit sets sail on maiden voyage,https://uokhun.uk/2018/11/14/hms-brexit-sets-sail-on-maiden-voyage/,uokhun.uk,2238,2018-11-14,Uncategorized,1870,1.1967914438502674,November,35.90374331550802,37.0
1143,"Alabama Blesses ‘Incest’ Marriage Between Brothers And Sisters, Uncles And Nieces Are Now Legal",https://www.huzlers.com/alabama-blesses-incest-marriage-between-brothers-and-sisters-uncles-and-nieces-are-now-legal/,www.huzlers.com,2238,2018-06-30,The Pharoah,2007,1.1150971599402093,June,33.45291479820627,95.0
1146,Parliament to debate law allowing parents to thump someone else’s kids at soft play,https://uokhun.uk/2018/12/08/parliament-to-debate-law-allowing-parents-to-thump-someone-elses-kids-at-soft-play/,uokhun.uk,2236,2018-12-08,Uncategorized,1846,1.2112676056338028,December,36.33802816901409,83.0
1147,President Trump To Receive Golden Star of David In Jerusalem!,https://trumpbetrayed.us/all/president-trump-to-receive-golden-star-of-david-in-jerusalem/,trumpbetrayed.us,2226,2018-09-07,Fallis Gunnington,1938,1.1486068111455108,September,34.45820433436533,61.0
1148,"California Wildfire Hits Nuclear Waste Site, Authorities Accused of Cover-Up",https://neonnettle.com/news/5628-california-wildfire-hits-nuclear-waste-site-authorities-accused-of-cover-up,neonnettle.com,2224,2018-11-13,Jay Greenberg,1871,1.1886691608765365,November,35.660074826296096,76.0
1149,Bono: UN Must Intervene And 'Save America From Itself',https://yournewswire.com/bono-un-save-america/,yournewswire.com,2212,2018-01-02,Baxter Dmitry,2186,1.011893870082342,January,30.35681610247027,54.0
1150,"Florida Man Goes Fishing And Catches A Kilo Of Marijuana. Calls It ""An Early Birthday Gift From Pablo Escobar""",https://www.8shit.net/florida-man-goes-fishing-and-catches-a-kilo-of-marijuana-calls-it-an-early-birthday-gift-from-pablo-escobar/,www.8shit.net,2210,2018-07-08,I'm Luis! ^-^ (@zerquix18),1999,1.105552776388194,July,33.16658329164582,110.0
1151,"Williamsburg, Kentucky voted methamphetamine capitol of the state",http://www.react365.com/5b42f2b36af75/williamsburg-kentucky-voted-methamphetamine-capitol-of-the-state.html,www.react365.com,2205,2018-07-10,React365.com,1997,1.1041562343515272,July,33.12468703054582,65.0
1153,Trump-Hating Florida Shooting Survivor Is Son Of 'Deep State' FBI Spy,https://yournewswire.com/florida-survivor-deep-state-fbi/,yournewswire.com,2198,2018-02-20,Sean Adl-tabatabai,2137,1.0285446888160974,February,30.856340664482918,69.0
1154,Using Comic Sans font to be CRIMINALISED in Britain,https://uokhun.uk/2018/10/08/using-comic-sans-font-to-be-criminalised-in-britain/,uokhun.uk,2195,2018-10-08,Uncategorized,1907,1.1510225485055061,October,34.53067645516518,51.0
1155,Barack Obama Told To Return His Nobel Peace Prize,https://yournewswire.com/barack-obama-return-nobel-peace-prize/,yournewswire.com,2189,2017-12-20,Sean Adl-tabatabai,2199,0.9954524783992724,December,29.863574351978173,49.0
1156,NASA: Earth's Poles Are About To Flip - Worldwide Blackouts Coming,https://yournewswire.com/nasa-earths-poles-flip/,yournewswire.com,2183,2018-02-01,Sean Adl-tabatabai,2156,1.0125231910946197,February,30.375695732838594,66.0
1157,BOOK NOW! Pub turns £6 carvery into £49.95 CHRISTMAS FEAST with a 14p cracker,https://uokhun.uk/2018/10/05/book-now-pub-turns-6-carvery-into-49-95-christmas-feast-with-a-14p-cracker/,uokhun.uk,2183,2018-10-05,Uncategorized,1910,1.1429319371727749,October,34.287958115183244,77.0
1158,Theresa May delighted to have national distraction from Brexit clusterf*ck next Spring,https://uokhun.uk/2018/10/15/theresa-may-delighted-to-have-national-distraction-from-brexit-clusterfck-next-spring/,uokhun.uk,2179,2018-10-15,Uncategorized,1900,1.1468421052631579,October,34.40526315789474,86.0
1159,Stormy Daniels Belonged To Clinton-Linked Sex Cult 'NXIVM',https://yournewswire.com/stormy-daniels-clinton-sex-cult-nxivm/,yournewswire.com,2177,2018-05-10,Baxter Dmitry,2058,1.0578231292517006,May,31.734693877551024,58.0
1160,Popular Soda Additive 'BVO' Found To Induce Paranoid Schizophrenia,https://yournewswire.com/soda-bvo-paranoid-schizophrenia/,yournewswire.com,2173,2018-05-22,Sean Adl-tabatabai,2046,1.0620723362658846,May,31.862170087976537,66.0
1161,WikiLeaks Prove Bill Clinton Told Bare-Faced Lie To Nation About Haiti Funds,https://newspunch.com/wikileaks-bill-clinton-haiti-funds/,newspunch.com,2172,2018-12-07,Baxter Dmitry,1847,1.175961017866811,December,35.27883053600433,76.0
1162,Rock Music Now Completely Banned From Grammys Telecast,https://yournewswire.com/rock-music-now-completely-banned-from-grammys-telecast/,yournewswire.com,2172,2018-01-24,Sean Adl-tabatabai,2164,1.0036968576709797,January,30.11090573012939,54.0
1163,WikiLeaks Prove Bill Clinton Told Bare-Faced Lie To Nation About Haiti Funds,https://newspunch.com/wikileaks-bill-clinton-haiti-funds/,newspunch.com,2172,2018-12-07,Baxter Dmitry,1847,1.175961017866811,December,35.27883053600433,76.0
1164,Man Dies Of Heart Attack After Liking Meme To Die Instantly,https://www.8shit.net/man-dies-of-heart-attack-after-liking-meme-to-die-instantly/,www.8shit.net,2171,2018-06-21,I'm Luis! ^-^ (@zerquix18),2016,1.0768849206349207,June,32.30654761904762,59.0
1165,"Hollywood Votes To Remove Trump's Star - Polanski, Spacey, Cosby To Stay",https://yournewswire.com/trump-walk-fame-star-removed/,yournewswire.com,2164,2018-08-07,Baxter Dmitry,1969,1.0990350431691214,August,32.971051295073636,72.0
1167,YouTube Announce Complete Ban On CBD Videos,https://yournewswire.com/youtube-ban-cbd-videos/,yournewswire.com,2161,2018-05-19,Sean Adl-tabatabai,2049,1.0546608101512933,May,31.639824304538802,43.0
1168,FBI Caught Redacting Documents That Implicate Hillary And DNC,https://newspunch.com/fbi-redacting-documents-implicate-hillary-dnc/,newspunch.com,2161,2018-10-08,Sean Adl-tabatabai,1907,1.1331934976402727,October,33.99580492920818,61.0
1166,FBI Caught Redacting Documents That Implicate Hillary And DNC,https://newspunch.com/fbi-redacting-documents-implicate-hillary-dnc/,newspunch.com,2161,2018-10-08,Sean Adl-tabatabai,1907,1.1331934976402727,October,33.99580492920818,61.0
1169,A priest farts in the middle of mass and says it was the Holy Spirit,https://thereisnews.com/a-priest-throws-himself-a-fart-in-the-middle-of-mass-and-says-it-was-the-holy-spirit/,thereisnews.com,2155,2018-04-08,Sr. Lobo,2090,1.0311004784688995,April,30.933014354066984,68.0
1170,Assault Charges Filed Against Maxine Waters with Washington DC Police,http://www.neonnettle.com/news/4399-assault-charges-filed-against-maxine-waters-with-washington-dc-police,www.neonnettle.com,2149,2018-06-28,Neon Nettle,2009,1.0696864111498259,June,32.09059233449477,69.0
1171,Justin Trudeau Bans Government Workers From Using Word 'Mother',https://yournewswire.com/justin-trudeau-bans-word-mother/,yournewswire.com,2149,2018-03-23,Sean Adl-tabatabai,2106,1.020417853751187,March,30.612535612535613,63.0
1172,Pittsburgh Steelers Fine Player $1 Million For Kneeling During Anthem At Practice,https://trumpbetrayed.us/all/pittsburgh-steelers-fine-player-1-million-for-kneeling-during-anthem-at-practice/,trumpbetrayed.us,2144,2018-08-29,Beth Palmer,1947,1.1011813045711352,August,33.03543913713405,81.0
1173,"Massachusetts Begins Confiscating Citizens' Guns, Repealing Second Amendment",http://www.neonnettle.com/news/4470-massachusetts-begins-confiscating-citizens-guns-repealing-second-amendment,www.neonnettle.com,2141,2018-07-06,Neon Nettle,2001,1.0699650174912543,July,32.09895052473763,76.0
1174,Allergic man rushed to hospital after girlfriend spread peanut butter on her vagina,https://worldnewsdailyreport.com/allergic-man-rushed-to-hospital-after-girlfriend-spread-peanut-butter-on-her-vagina/,worldnewsdailyreport.com,2138,2018-07-04,Uncategorized,2003,1.0673989016475287,July,32.02196704942586,83.0
1175,Study Shows Men Have Better Sex With Emotionally Unstable Women,https://www.huzlers.com/study-shows-men-have-better-sex-with-emotionally-unstable-women/,www.huzlers.com,2137,2018-08-23,The Pharoah,1953,1.0942140296979006,August,32.82642089093702,63.0
1176,Muslim Refugee Beat Western Wife With Hammers Upon Seeing What She ‘Forgot’,http://www.vtamedia.com/2018/03/25/western-wife/,www.vtamedia.com,2134,2018-03-26,Uncategorized,2103,1.0147408464098906,March,30.44222539229672,75.0
1177,‘Baby Sadiq Kahn’ Campaign Goes Viral Amid Calls for His Resignation,http://www.neonnettle.com/news/4477--baby-sadiq-kahn-campaign-goes-viral-amid-calls-for-his-resignation,www.neonnettle.com,2133,2018-07-08,Neon Nettle,1999,1.067033516758379,July,32.011005502751374,68.0
1179,Taxi driver launches legal action against Will Smith over unpaid $2000 taxi fare from 1990,https://uokhun.uk/2018/10/09/taxi-driver-launches-legal-action-against-will-smith-over-unpaid-2000-taxi-fare-from-1990/,uokhun.uk,2129,2018-10-09,Uncategorized,1906,1.1169989506820566,October,33.5099685204617,90.0
1178,Kanye West Announces He Wants To Be A Slave; Will Hold ‘Slave Master’ Auditions Soon,https://www.huzlers.com/kanye-west-announces-he-wants-to-be-a-slave-will-hold-slave-master-auditions-soon/,www.huzlers.com,2129,2018-05-02,David Martinez,2066,1.0304937076476284,May,30.91481122942885,84.0
1180,"The CDC Has Recommended Everyone Attending NBA Youngboys Concert To Wear A Face Mask, After Recent Herpes Outbreak",https://www.huzlers.com/the-cdc-has-recommended-everyone-attending-nba-youngboys-concert-to-wear-a-face-mask-after-recent-herpes-outbreak/,www.huzlers.com,2121,2018-09-29,The Pharoah,1916,1.1069937369519833,September,33.2098121085595,114.0
1181,Church Of Sweden Declares Jesus 'Gender Neutral',https://yournewswire.com/church-sweden-jesus-gender-neutral/,yournewswire.com,2120,2017-12-28,Sean Adl-tabatabai,2191,0.967594705613875,December,29.02784116841625,48.0
1182,United Nations Boss Unveils New Global Mass Migration Policy: 'No More Borders',http://www.neonnettle.com/news/3592-united-nations-boss-unveils-new-global-mass-migration-policy-no-more-borders-,www.neonnettle.com,2113,2018-01-14,Neon Nettle,2174,0.9719411223551058,January,29.158233670653175,79.0
1183,Ingo Kantorek wechselt zum Tatort,http://www.24aktuelles.com/5ac08f5241c33/ingo-kantorek-wechselt-zum-tatort.html,www.24aktuelles.com,2113,2018-04-01,24aktuelles.com,2097,1.0076299475441106,April,30.228898426323315,33.0
1184,First BMW in space causes SIX-VEHICLE PILE UP after driver refuses to indicate,https://uokhun.uk/2018/10/12/first-bmw-in-space-causes-six-vehicle-pile-up-after-driver-refuses-to-indicate/,uokhun.uk,2110,2018-10-12,Uncategorized,1903,1.1087756174461376,October,33.263268523384134,78.0
1185,Trey Gowdy Exposes FBI 'Secret Society' Plotting Trump Assassination,https://yournewswire.com/trey-gowdy-fbi-secret-society/,yournewswire.com,2108,2018-01-23,Baxter Dmitry,2165,0.9736720554272518,January,29.21016166281755,68.0
1186,Anthony Bourdain's Mother: My Son Would NEVER Kill Himself,http://www.neonnettle.com/news/4290-anthony-bourdain-s-mother-my-son-would-never-kill-himself,www.neonnettle.com,2099,2018-06-12,Neon Nettle,2025,1.0365432098765432,June,31.096296296296295,58.0
1187,"New Jersey On Edge of Collapse; Governor Proposes to Tax ""Everything""",http://www.truthandaction.org/new-jersey-edge-collapse-governor-proposes-tax-everything/,www.truthandaction.org,2094,2018-03-15,Uncategorized,2114,0.9905392620624409,March,29.716177861873227,69.0
1188,Mr Tumble suspended by the BBC as he does not have a CRB certificate,https://uokhun.uk/2018/11/18/mr-tumble-suspended-by-the-bbc-as-he-does-not-have-a-crb-certificate/,uokhun.uk,2091,2018-11-18,Uncategorized,1866,1.1205787781350482,November,33.61736334405145,68.0
1189,Lemons into Lemonade: Local Government moves Shark from Lake to Fountain.,http://www.react365.com/5b454ba99361a/lemons-into-lemonade-local-government-moves-shark-from-lake-to-fountain.html,www.react365.com,2090,2018-07-10,React365.com,1997,1.0465698547821733,July,31.3970956434652,73.0
1190,How Rockefeller Founded Big Pharma And Waged War On Natural Cures,https://newspunch.com/rockefeller-big-pharma-natural-cures/,newspunch.com,2088,2018-03-27,Baxter Dmitry,2102,0.9933396764985728,March,29.800190294957186,65.0
1191,How Rockefeller Founded Big Pharma And Waged War On Natural Cures,https://newspunch.com/rockefeller-big-pharma-natural-cures/,newspunch.com,2088,2018-03-27,Baxter Dmitry,2102,0.9933396764985728,March,29.800190294957186,65.0
1192,"Al Gore: ""Earth Is Getting Colder Because It's Getting Warmer, Stupid""",https://yournewswire.com/al-gore-earth-colder-warmer/,yournewswire.com,2085,2018-01-07,Sean Adl-tabatabai,2181,0.9559834938101788,January,28.679504814305364,70.0
1193,Document Surfaces Outlining Plans to Take Down Trump Should Dems Win House,http://www.truthandaction.org/document-surfaces-outlining-plans-take-trump-dems-win-house/,www.truthandaction.org,2075,2018-08-27,Uncategorized,1949,1.064648537711647,August,31.93945613134941,74.0
1194,13 Jaw-Dropping Clinton Scandals,http://www.truthandaction.org/13-jaw-dropping-clinton-scandals/,www.truthandaction.org,2071,2018-04-05,Uncategorized,2093,0.9894887720974678,April,29.684663162924032,32.0
1195,Trump Claims To Have Recording Of Obama Calling Him A Cracker,https://www.burrardstreetjournal.com/trump-claims-to-have-recording-of-obama-calling-him-a-cracker/,www.burrardstreetjournal.com,2063,2018-08-20,The Burrard Street Journal,1956,1.0547034764826175,August,31.641104294478527,61.0
1196,Big Pharma Billionaire Charged With Conspiracy and Bribery of CDC Doctors,https://neonnettle.com/news/4170-big-pharma-billionaire-charged-with-conspiracy-and-bribery-of-cdc-doctors,neonnettle.com,2060,2018-05-10,Neon Nettle,2058,1.000971817298348,May,30.02915451895044,73.0
1198,Venezolanos vendían droga en el Prado,http://www.12minutos.com/5b7a568566e6d/venezolanos-vendian-droga-en-el-prado.html,www.12minutos.com,2058,2018-08-30,12minutos.com,1946,1.0575539568345325,August,31.726618705035975,37.0
1197,Oscar Thomas fue atrapado por la Policía Federal: estaba escondido en Canal 6 de Jorge Kurle,http://www.12minutos.com/5b881003ba994/oscar-thomas-fue-atrapado-por-la-policia-federal-estaba-escondido-en-canal-6-de-jorge-kurle.html,www.12minutos.com,2058,2018-08-30,12minutos.com,1946,1.0575539568345325,August,31.726618705035975,92.0
1199,Obama Illegally Funneled $310 Million to Illegal Immigrants Via Soros Group,https://newspunch.com/obama-illegal-immigrants-soros/,newspunch.com,2057,2018-12-07,Baxter Dmitry,1847,1.1136978884677855,December,33.41093665403356,75.0
1200,Obama Illegally Funneled $310 Million to Illegal Immigrants Via Soros Group,https://newspunch.com/obama-illegal-immigrants-soros/,newspunch.com,2057,2018-12-07,Baxter Dmitry,1847,1.1136978884677855,December,33.41093665403356,75.0
1201,Investigators Confirm CIA Forged Barack Obama's Birth Certificate,https://yournewswire.com/investigators-confirm-cia-forged-barack-obamas-birth-certificate/,yournewswire.com,2046,2017-12-13,Sean Adl-tabatabai,2206,0.927470534904805,December,27.82411604714415,65.0
1202,Dear Piers Morgan. F*ck Off. That Is All.,https://uokhun.uk/2018/10/16/dear-piers-morgan-fck-off-that-is-all2/,uokhun.uk,2044,2018-10-16,Uncategorized,1899,1.0763559768299105,October,32.29067930489732,41.0
1203,Spurs ordered to tear down new ground as they forgot planning permission,https://uokhun.uk/2018/11/08/spurs-ordered-to-tear-down-new-ground-as-they-forgot-planning-permission/,uokhun.uk,2043,2018-11-08,Uncategorized,1876,1.0890191897654584,November,32.67057569296375,72.0
1204,PRIMARK ABRIRÁ SU PRIMERA TIENDA EN ZAFRA,http://www.noticias-frescas.com/578919f8bba20/primark-abrira-su-primera-tienda-en-zafra.html,www.noticias-frescas.com,2042,2018-04-05,Noticias-frescas.com,2093,0.9756330625895844,April,29.26899187768753,41.0
